OBJECTID,ID,STATE_NAME,ST_ABBREV,ACSTOTPOP,MINORPCT,LOWINCPCT,PM25,OZONE,DSLPM,P_PM25,P_OZONE,P_DSLPM,P_CANCR,P_RESP,P_PTRAF
67334,171430048021,Illinois,IL,1479,0.218390804597701,0.516528925619834,9.3442,47.5085274509804,0.354351111,76.1339895461619,83.9607306777585,44.8648397400705,28.7977618352209,27.1547708994365,42.5473635227269
67335,171430048022,Illinois,IL,2140,0.0985981308411215,0.199532710280373,9.3442,47.5085274509804,0.354351111,76.1339895461619,83.9607306777585,44.8648397400705,28.7977618352209,27.1547708994365,48.2869352449248
67336,171430048023,Illinois,IL,788,0.17385786802030398,0.37055837563451705,9.3442,47.5085274509804,0.354351111,76.1339895461619,83.9607306777585,44.8648397400705,28.7977618352209,27.1547708994365,32.2445856268366
67337,171430049011,Illinois,IL,782,0.0,0.159846547314578,9.14250191780822,47.1397895424837,0.2494279797,69.1835255313932,82.8638444950628,27.796768240027,17.3122215306749,14.6408720227507,6.45657614299872
67338,171430049012,Illinois,IL,619,0.0,0.394184168012924,9.14250191780822,47.1397895424837,0.2494279797,69.1835255313932,82.8638444950628,27.796768240027,17.3122215306749,14.6408720227507,8.19440932468178
67339,171430049013,Illinois,IL,1045,0.00956937799043062,0.291866028708134,9.14250191780822,47.1397895424837,0.2494279797,69.1835255313932,82.8638444950628,27.796768240027,17.3122215306749,14.6408720227507,31.547563985386
67340,171430049014,Illinois,IL,1345,0.01635687732342,0.11799850634802,9.14250191780822,47.1397895424837,0.2494279797,69.1835255313932,82.8638444950628,27.796768240027,17.3122215306749,14.6408720227507,25.821547416263
67341,171430049021,Illinois,IL,2040,0.0274509803921568,0.0970588235294117,9.07405780821918,47.0451993464052,0.1849757925,66.9180464197002,82.5411314001636,16.5409408295555,14.7465803754051,12.143619765817,7.94336367794381
67342,171430049022,Illinois,IL,1943,0.0669068450849202,0.19451629591308803,9.07405780821918,47.0451993464052,0.1849757925,66.9180464197002,82.5411314001636,16.5409408295555,14.7465803754051,12.143619765817,42.2270230787243
67343,171430049023,Illinois,IL,828,0.00845410628019323,0.073671497584541,9.07405780821918,47.0451993464052,0.1849757925,66.9180464197002,82.5411314001636,16.5409408295555,14.7465803754051,12.143619765817,7.10965332223733
67344,171430050001,Illinois,IL,840,0.871428571428571,0.525,9.38646383561644,47.6304418300654,0.494994217,77.5493729806327,84.3303851686502,63.9629542388217,34.8311168839968,32.1417586722912,41.2392342679473
67345,171430050002,Illinois,IL,639,0.871674491392801,0.712050078247261,9.38646383561644,47.6304418300654,0.494994217,77.5493729806327,84.3303851686502,63.9629542388217,34.8311168839968,32.1417586722912,59.5409878934862
67346,171430050003,Illinois,IL,927,0.937432578209277,0.8304347826086951,9.38646383561644,47.6304418300654,0.494994217,77.5493729806327,84.3303851686502,63.9629542388217,34.8311168839968,32.1417586722912,56.9136576389512
