"FID","Data_Year","eGRID_subregion_acronym","Plant_annual_net_generation__MW","Plant_annual_CO2_emissions__ton","Plant_annual_coal_net_generatio","Plant_annual_oil_net_generation","Plant_annual_gas_net_generation","Plant_annual_other_fossil_net_g","Plant_annual_nuclear_net_genera","Plant_annual_hydro_net_generati","Plant_annual_biomass_net_genera","Plant_annual_wind_net_generatio","Plant_annual_solar_net_generati"
"375","2023","CAMX","7241",,"0","0","0","0","0","7241","0","0","0"
"376","2023","CAMX","21588",,"0","0","21588","0","0","0","0","0","0"
"377","2023","CAMX","3511",,"0","0","0","0","0","0","0","3511","0"
"378","2023","CAMX","45762",,"0","0","0","0","0","0","0","0","45762"
"379","2023","CAMX","106646",,"0","0","0","0","0","0","0","0","106646"
"380","2023","CAMX","12569",,"0","0","0","0","0","0","0","0","12569"
"381","2023","CAMX","36182",,"0","0","0","0","0","0","0","0","36182"
"382","2023","CAMX","46916",,"0","0","0","0","0","0","0","0","46916"
"383","2023","CAMX","234151",,"0","0","0","0","0","0","0","0","234151"
"384","2023","CAMX","34735",,"0","0","0","0","0","0","0","0","34735"
"385","2023","CAMX","11400",,"0","0","0","0","0","0","0","0","11400"
"386","2023","CAMX","25933",,"0","0","0","0","0","0","25933","0","0"
"387","2023","CAMX","15622",,"0","0","0","0","0","0","0","0","15622"
"388","2023","CAMX","560174",,"0","0","0","0","0","0","0","0","560174"
"389","2023","CAMX","244809.5","138725.1","208861.7","0","35947.81","0","0","0","0","0","0"
"390","2023","CAMX","332463",,"0","0","0","0","0","0","0","0","356386"
"391","2023","CAMX","290149",,"0","0","0","0","0","0","0","0","308146"
"392","2023","CAMX","2396",,"0","0","0","0","0","0","0","0","2396"
"393","2023","CAMX","1383",,"0","0","0","0","0","0","0","0","1383"
"394","2023","CAMX","3157",,"0","0","0","0","0","0","0","0","3157"
"395","2023","CAMX","20112",,"0","0","0","0","0","0","0","0","20112"
"396","2023","CAMX","2820",,"0","0","0","0","0","0","0","0","2820"
"397","2023","CAMX","707034",,"0","0","0","0","0","0","0","0","707034"
"398","2023","CAMX","33446",,"0","0","0","0","0","0","0","0","33446"
"399","2023","CAMX","46543",,"0","0","0","0","0","0","0","0","46543"
"400","2023","CAMX","10585",,"0","0","0","0","0","0","0","0","10585"
"401","2023","CAMX","932",,"0","0","0","0","0","0","0","0","932"
"402","2023","CAMX","75270",,"0","0","0","0","0","0","0","0","75270"
"403","2023","CAMX","12085","8125.207","0","0","12085","0","0","0","0","0","0"
"404","2023","CAMX","37208","11326.78","0","0","37208","0","0","0","0","0","0"
"405","2023","CAMX","54372","16867.09","0","0","54372","0","0","0","0","0","0"
"406","2023","CAMX","37094","11239.16","0","0","37094","0","0","0","0","0","0"
"407","2023","CAMX","4065",,"0","0","0","0","0","0","0","0","4101"
"408","2023","CAMX",,,,,,,,,,,
"409","2023","CAMX","0",,"0","0","0","0","0","0","0","0","0"
"410","2023","CAMX",,,,,,,,,,,
"411","2023","CAMX","3235",,"0","0","0","0","0","0","0","0","3235"
"412","2023","CAMX","0",,"0","0","0","0","0","0","0","0","0"
"413","2023","CAMX","3952",,"0","0","0","0","0","0","0","0","3952"
"414","2023","CAMX","4844",,"0","0","0","0","0","0","0","0","4844"
"415","2023","CAMX","4246",,"0","0","0","0","0","0","0","0","4246"
"416","2023","CAMX","326252","0","0","0","1412.322","0","0","0","324839.7","0","0"
"417","2023","CAMX","23762",,"0","0","0","0","0","0","0","0","23762"
"418","2023","CAMX","316546",,"0","0","0","0","0","0","0","0","318907"
"419","2023","CAMX","5807",,"0","0","0","0","0","0","0","0","5807"
"420","2023","CAMX","47198",,"0","0","0","0","0","47198","0","0","0"
"421","2023","CAMX","3111",,"0","0","0","0","0","3111","0","0","0"
"422","2023","CAMX",,,,,,,,,,,
"423","2023","CAMX","2705",,"0","0","0","0","0","0","0","0","2705"
"424","2023","CAMX","10203",,"0","0","0","0","0","10203","0","0","0"
"425","2023","AZNM","311215","13817.96","0","0","0","0","0","0","0","0","0"
"426","2023","CAMX","2050.001","1448.116","0","0","2050.001","0","0","0","0","0","0"
"427","2023","CAMX","990",,"0","0","0","0","0","0","0","0","990"
"428","2023","CAMX",,,,,,,,,,,
"429","2023","CAMX","4200083","1795388","0","0","4200083","0","0","0","0","0","0"
"430","2023","CAMX","4139",,"0","0","0","0","0","0","0","0","4139"
"431","2023","CAMX","2368",,"0","0","0","0","0","0","0","0","2368"
"432","2023","CAMX","5286",,"0","0","0","0","0","0","0","0","5286"
"433","2023","CAMX","8614",,"0","0","0","0","0","0","0","0","8614"
"434","2023","CAMX","121391",,"0","0","0","0","0","0","0","0","125766"
"435","2023","CAMX","191073",,"0","0","0","0","0","0","0","0","191073"
"436","2023","CAMX","5897",,"0","0","0","0","0","0","0","0","5897"
"437","2023","CAMX","-197",,"0","0","0","0","0","0","0","0","0"
"438","2023","CAMX","-1430",,"0","0","0","0","0","0","0","0","0"
"439","2023","CAMX","543525",,"0","0","0","0","0","0","0","0","543525"
"440","2023","CAMX","659431",,"0","0","0","0","0","0","0","0","659431"
"441","2023","AZNM","201906","3556.849","0","0","1957.54","0","0","0","199948.5","0","0"
"442","2023","CAMX","1159756",,"0","0","0","0","0","1159756","0","0","0"
"443","2023","CAMX","17718370",,"0","0","0","0","17718370","0","0","0","0"
"444","2023","CAMX","-35799",,"0","0","0","0","0","0","0","0","0"
"445","2023","CAMX","35763",,"0","0","0","0","0","0","0","35763","0"
"446","2023","CAMX","10903","0","0","0","0","0","0","0","10903","0","0"
"447","2023","CAMX","0",,"0","0","0","0","0","0","0","0","0"
"448","2023","CAMX","2343",,"0","0","0","0","0","0","0","0","2343"
"449","2023","CAMX","15317",,"0","0","0","0","0","0","0","15317","0"
"450","2023","CAMX","151356",,"0","0","0","0","0","0","0","151356","0"
"451","2023","CAMX","7868",,"0","0","0","0","0","0","0","7868","0"
"452","2023","CAMX","0","0","0","0","0","0","0","0","0","0","0"
"453","2023","CAMX","1560",,"0","0","0","0","0","0","0","0","1560"
"454","2023","CAMX","586820",,"0","0","0","0","0","586820","0","0","0"
"455","2023","CAMX","6979",,"0","0","6979","0","0","0","0","0","0"
"456","2023","CAMX","7573",,"0","0","7573","0","0","0","0","0","0"
"457","2023","CAMX","5858",,"0","0","0","0","0","0","0","0","5858"
"458","2023","CAMX","2705",,"0","0","0","0","0","0","0","0","2705"
"459","2023","CAMX","1137",,"0","0","0","0","0","0","0","0","1137"
"460","2023","CAMX","1465",,"0","0","0","0","0","0","0","0","1465"
"461","2023","CAMX","48694","18055.89","0","0","48694","0","0","0","0","0","0"
"462","2023","CAMX","13738",,"0","0","0","0","0","0","0","0","0"
"463","2023","CAMX","538261",,"0","0","0","0","0","538261","0","0","0"
"464","2023","CAMX","2297",,"0","0","0","0","0","0","0","0","2297"
"465","2023","CAMX","862095","418069.2","0","0","862095","0","0","0","0","0","0"
"466","2023","CAMX","347749",,"0","0","0","0","0","347749","0","0","0"
"467","2023","CAMX","1614",,"0","0","0","0","0","0","0","0","1614"
"468","2023","CAMX","22926","14195.94","0","0","22926","0","0","0","0","0","0"
"469","2023","CAMX","354",,"0","0","0","0","0","0","0","0","354"
"470","2023","CAMX","2747",,"0","0","0","0","0","0","0","0","2747"
"471","2023","CAMX",,,,,,,,,,,
"472","2023","CAMX","294012",,"0","0","0","0","0","0","0","0","294012"
"473","2023","CAMX","606","869.244","0","0","606","0","0","0","0","0","0"
"474","2023","AZNM","5378.001",,"0","0","0","0","0","5378","0","0","0"
"475","2023","AZNM","34782",,"0","0","0","0","0","34782","0","0","0"
"476","2023","AZNM","27638",,"0","0","0","0","0","27638","0","0","0"
"477","2023","AZNM","79843",,"0","0","0","0","0","79843","0","0","0"
"478","2023","AZNM","9236",,"0","0","0","0","0","9236","0","0","0"
"479","2023","CAMX","88194",,"0","0","0","0","0","88194","0","0","0"
"480","2023","CAMX","271031",,"0","0","0","0","0","271031","0","0","0"
"481","2023","CAMX","2245",,"0","0","0","0","0","0","0","0","2245"
"482","2023","CAMX","112054",,"0","0","0","0","0","112054","0","0","0"
"483","2023","CAMX","46717",,"0","0","0","0","0","46717","0","0","0"
"484","2023","CAMX","6031","6261.4","0","6031","0","0","0","0","0","0","0"
"485","2023","CAMX","2281",,"0","0","0","0","0","0","0","0","2281"
"486","2023","CAMX","5687","3350.882","0","0","5687","0","0","0","0","0","0"
"487","2023","CAMX","2621",,"0","0","0","0","0","0","0","0","2621"
"488","2023","CAMX","2433",,"0","0","0","0","0","0","0","0","2433"
"489","2023","CAMX","21005",,"0","0","0","0","0","0","0","21005","0"
"490","2023","CAMX",,,,,,,,,,,
"491","2023","CAMX","5270",,"0","0","0","0","0","0","0","0","5270"
"492","2023","CAMX","8014",,"0","0","0","0","0","0","0","0","8014"
"493","2023","CAMX","2811",,"0","0","0","0","0","0","0","0","2811"
"494","2023","CAMX","9470",,"0","0","0","0","0","0","0","0","9470"
"495","2023","CAMX","3570",,"0","0","0","0","0","0","0","0","3570"
"496","2023","CAMX","16503",,"0","0","16503","0","0","0","0","0","0"
"497","2023","CAMX","20627",,"0","0","20627","0","0","0","0","0","0"
"498","2023","CAMX","29237",,"0","0","29237","0","0","0","0","0","0"
"499","2023","CAMX","4574",,"0","0","0","0","0","0","0","0","4574"
"500","2023","CAMX","7568",,"0","0","0","0","0","0","0","0","7568"
"501","2023","CAMX","3772",,"0","0","0","0","0","0","0","0","3772"
"502","2023","CAMX","257214",,"0","0","0","0","0","0","0","0","257214"
"503","2023","CAMX","304852",,"0","0","0","0","0","0","0","0","304852"
"504","2023","CAMX","2353",,"0","0","0","0","0","0","0","0","2353"
"505","2023","CAMX","1109",,"0","0","0","0","0","0","0","0","1109"
"506","2023","CAMX","3723",,"0","0","0","0","0","0","0","0","3723"
"507","2023","CAMX","2783",,"0","0","0","0","0","0","0","0","2783"
"508","2023","CAMX","4522.002",,"0","0","4522","0","0","0","0","0","0"
"509","2023","CAMX","7743.999",,"0","0","6598","0","0","0","0","0","1146"
"510","2023","CAMX","21708.96","7530.059","0","0","21708.96","0","0","0","0","0","0"
"511","2023","CAMX","272311","0","0","0","0","0","0","0","0","0","0"
"512","2023","CAMX","8728",,"0","0","0","0","0","0","0","0","8728"
"513","2023","CAMX","2063",,"0","0","0","0","0","0","0","0","2063"
"514","2023","CAMX","2343",,"0","0","0","0","0","0","0","0","2343"
"515","2023","CAMX","3552",,"0","0","0","0","0","0","0","0","3552"
"516","2023","AZNM","335023","14875.04","0","0","0","0","0","0","0","0","0"
"517","2023","AZNM","37858","1680.902","0","0","0","0","0","0","0","0","0"
"518","2023","CAMX","8585",,"0","0","0","0","0","0","0","0","8585"
"519","2023","CAMX","47722",,"0","0","0","0","0","0","0","0","47722"
"520","2023","CAMX","47153",,"0","0","0","0","0","0","0","0","47153"
"521","2023","CAMX","36143",,"0","0","0","0","0","0","0","0","36143"
"522","2023","CAMX","46909",,"0","0","0","0","0","0","0","0","46909"
"523","2023","CAMX","-6203",,"0","0","0","0","0","0","0","0","0"
"524","2023","CAMX",,,,,,,,,,,
"525","2023","CAMX","1048",,"0","0","0","0","0","0","0","0","1048"
"526","2023","CAMX","2563",,"0","0","0","0","0","0","0","0","2563"
"527","2023","CAMX","38963",,"0","0","0","0","0","0","0","0","38963"
"528","2023","CAMX","110486","36357.92","0","0","110486","0","0","0","0","0","0"
"529","2023","CAMX","1904",,"0","0","0","0","0","0","0","0","1904"
"530","2023","CAMX","1444",,"0","0","0","0","0","0","0","0","1444"
"531","2023","CAMX","5552",,"0","0","0","0","0","0","0","0","5552"
"532","2023","CAMX","8311",,"0","0","8311","0","0","0","0","0","0"
"533","2023","CAMX","1094",,"0","0","0","0","0","0","0","0","1094"
"534","2023","CAMX",,,,,,,,,,,
"535","2023","CAMX","6901",,"0","0","0","0","0","0","0","0","6901"
"536","2023","CAMX","819",,"0","0","0","0","0","0","0","0","819"
"537","2023","CAMX","0",,"0","0","0","0","0","0","0","0","0"
"538","2023","CAMX","4460",,"0","0","0","0","0","0","0","0","4460"
"539","2023","CAMX","482","189.89","0","0","482","0","0","0","0","0","0"
"540","2023","CAMX","2588",,"0","0","0","0","0","0","0","0","2588"
"541","2023","CAMX","1514",,"0","0","0","0","0","0","0","0","1514"
"542","2023","CAMX","37365","10508.49","0","0","31086","0","0","0","0","0","6279"
"543","2023","CAMX",,,,,,,,,,,
"544","2023","CAMX","118043",,"0","0","0","0","0","0","0","118043","0"
"545","2023","CAMX","13",,"0","0","0","0","0","0","0","0","13"
"546","2023","CAMX","296369","178692.6","0","0","296369","0","0","0","0","0","0"
"547","2023","CAMX","-12670",,"0","0","0","0","0","0","0","0","0"
"548","2023","CAMX","0",,"0","0","0","0","0","0","0","0","0"
"549","2023","CAMX","7421",,"0","0","0","0","0","0","0","0","7421"
"550","2023","CAMX","13236","8657.059","0","0","13236","0","0","0","0","0","0"
"551","2023","CAMX","5467.002","3566.58","0","0","5467.002","0","0","0","0","0","0"
"552","2023","CAMX","27993","16732.6","0","0","27993","0","0","0","0","0","0"
"553","2023","CAMX","7208","4673.977","0","0","7208","0","0","0","0","0","0"
"554","2023","CAMX","6326",,"0","0","0","0","0","0","0","0","6326"
"555","2023","CAMX","6819",,"0","0","6819","0","0","0","0","0","0"
"556","2023","CAMX","5565",,"0","0","5565","0","0","0","0","0","0"
"557","2023","CAMX","8271",,"0","0","8271","0","0","0","0","0","0"
"558","2023","CAMX","47398","0","0","0","0","0","0","0","47398","0","0"
"559","2023","CAMX","2354",,"0","0","0","0","0","0","0","0","2354"
"560","2023","CAMX","5320",,"0","0","0","0","0","0","0","0","5320"
"561","2023","CAMX","15825","5151.669","0","0","15825","0","0","0","0","0","0"
"562","2023","CAMX","1976",,"0","0","0","0","0","0","0","0","1976"
"563","2023","CAMX","7681",,"0","0","0","0","0","0","0","0","7681"
"564","2023","CAMX","623763",,"0","0","0","0","0","0","0","0","623763"
"565","2023","AZNM","37200",,"0","0","0","0","0","0","0","0","37200"
"566","2023","AZNM","17816",,"0","0","0","0","0","0","0","0","17816"
"567","2023","CAMX","472942","20998.6","0","0","0","0","0","0","0","0","0"
"568","2023","CAMX","59471","23633.98","0","0","59471","0","0","0","0","0","0"
"569","2023","CAMX","2135122","926475.7","0","0","2135122","0","0","0","0","0","0"
"570","2023","CAMX","401.005",,"0","0","401","0","0","0","0","0","0"
"571","2023","CAMX","58080",,"0","0","0","0","0","58080","0","0","0"
"572","2023","CAMX","125098",,"0","0","0","0","0","0","0","125098","0"
"573","2023","CAMX","481810",,"0","0","0","0","0","481810","0","0","0"
"574","2023","CAMX","616298","298881.3","0","0","616298","0","0","0","0","0","0"
"575","2023","CAMX","328579",,"0","0","0","0","0","0","0","0","328579"
"576","2023","CAMX","7243",,"0","0","0","0","0","0","0","0","7243"
"577","2023","CAMX","33903",,"0","0","0","0","0","0","0","0","33903"
"578","2023","CAMX","-16",,"0","0","0","0","0","0","0","0","0"
"579","2023","CAMX","102533","64211.92","0","0","102533","0","0","0","0","0","0"
"580","2023","CAMX","197944",,"0","0","0","0","0","197944","0","0","0"
"581","2023","CAMX","434023",,"0","0","0","0","0","434023","0","0","0"
"582","2023","CAMX","34839","17986.57","0","0","34839","0","0","0","0","0","0"
"583","2023","CAMX","152406","65500.32","0","0","142824","0","0","0","9581.976","0","0"
"584","2023","CAMX","52965",,"0","0","0","0","0","0","0","0","52965"
"585","2023","CAMX","-145",,"0","0","0","0","0","0","0","0","-145"
"586","2023","CAMX","136341",,"0","0","0","0","0","136341","0","0","0"
"587","2023","CAMX","7776",,"0","0","0","0","0","0","0","0","7776"
"588","2023","CAMX","1675",,"0","0","0","0","0","0","0","0","1675"
"589","2023","CAMX","917",,"0","0","0","0","0","0","0","0","917"
"590","2023","CAMX","1763",,"0","0","0","0","0","0","0","0","1763"
"591","2023","CAMX","44991",,"0","0","0","0","0","0","0","0","44991"
"592","2023","CAMX","262670",,"0","0","0","0","0","0","0","0","262670"
"593","2023","CAMX","927",,"0","0","0","0","0","0","0","0","927"
"594","2023","CAMX","4274.999","3704.47","0","0","4274.999","0","0","0","0","0","0"
"595","2023","CAMX",,,,,,,,,,,
"596","2023","CAMX","491597",,"0","0","0","0","0","0","0","0","491597"
"597","2023","AZNM","18147",,"0","0","0","0","0","0","0","0","18147"
"598","2023","CAMX","70027",,"0","0","0","0","0","0","0","0","70027"
"599","2023","CAMX","7231",,"0","0","0","0","0","0","0","0","7231"
"600","2023","CAMX","28840",,"0","0","0","0","0","0","0","0","28840"
"601","2023","SPSO","9146",,"0","0","0","0","0","0","0","0","9146"
"602","2023","SRMV","3952",,"0","0","0","0","0","0","0","0","3952"
"603","2023","SRMV","209271",,"0","0","0","0","0","0","0","0","209271"
"604","2023","SRMV","0",,"0","0","0","0","0","0","0","0","0"
"605","2023","SRMV","0",,"0","0","0","0","0","0","0","0","0"
"606","2023","SRMV","0",,"0","0","0","0","0","0","0","0","0"
"607","2023","SRMV","163168",,"0","0","0","0","0","0","0","0","163168"
"608","2023","SPSO","404531","211302.1","0","0","404531","0","0","0","0","0","0"
"609","2023","SRMV","26514","0.002","0","0","0","0","0","0","26514","0","0"
"610","2023","SPSO","37461","23989.71","0","0","37461","0","0","0","0","0","0"
"611","2023","SPSO","0",,"0","0","0","0","0","0","0","0","0"
"612","2023","SRMV","13416480","5792253","0","0","13416480","0","0","0","0","0","0"
"613","2023","SPSO","6910","4710.746","0","0","6910","0","0","0","0","0","0"
"614","2023","SPSO","9638",,"0","0","0","0","0","0","0","0","9880"
"615","2023","SRMV","135278",,"0","0","0","0","0","135278","0","0","0"
"616","2023","SRMV","3560853","4349900","3546847","14005.91","0","0","0","0","0","0","0"
"617","2023","SRMV","14073",,"0","0","0","0","0","14073","0","0","0"
"618","2023","SRMV","14074",,"0","0","0","0","0","14074","0","0","0"
"619","2023","SRMV","28154",,"0","0","0","0","0","28154","0","0","0"
"620","2023","SRMV","0",,"0","0","0","0","0","0","0","0","0"
"621","2023","AZNM","0",,"0","0","0","0","0","0","0","0","0"
"622","2023","AZNM","175612","95661.13","0","0","175612","0","0","0","0","0","0"
"623","2023","AZNM","3053387","969426.8","0","0","3053387","0","0","0","0","0","0"
"624","2023","AZNM","2632.998",,"0","0","0","0","0","0","0","0","2633"
"625","2023","AZNM","3029",,"0","0","0","0","0","0","0","0","3029"
"626","2023","CAMX","691334",,"0","0","0","0","0","0","0","0","691334"
"627","2023","AZNM","152080","102744.7","0","0","158532","0","0","0","0","0","0"
"628","2023","AZNM","5282",,"0","0","0","0","0","0","0","0","5282"
"629","2023","AZNM","2030",,"0","0","0","0","0","0","0","0","2030"
"630","2023","AZNM","55339",,"0","0","0","0","0","0","0","0","55339"
"631","2023","AZNM","1982377","1483122","514991.8","0","1467385","0","0","0","0","0","0"
"632","2023","AZNM","41294","12836.39","0","0","41294","0","0","0","0","0","0"
"633","2023","AZNM","5558.999",,"0","0","0","0","0","0","0","0","5559"
"634","2023","AZNM","3496839","1526403","0","0","3496839","0","0","0","0","0","0"
"635","2023","AZNM","348546",,"0","0","0","0","0","0","0","0","348546"
"636","2023","AZNM","70859",,"0","0","0","0","0","0","0","0","70859"
"637","2023","AZNM","43863",,"0","0","0","0","0","0","0","0","43863"
